16010010001,01,2019
16010010002,03,2019
16010010003,06,2016
16010010004,10,2016
16010010005,01,2016
16010010006,11,2019
16010010007,11,2016
16010010008,04,2016
16010010009,03,2017
16010010010,02,2017
16010010011,05,2016
16010010012,02,2019
16010010013,04,2016
16010010014,11,2017
16010010015,08,2016
16010010016,05,2017
16010010017,02,2017
16010010018,05,2018
16010010019,09,2019
16010010020,09,2018
16010010021,10,2017
16010010022,05,2018
16010010023,10,2016
16010010024,10,2019
16010010025,06,2016
16010010026,09,2018
16010010027,03,2017
16010010028,13,2019
16010010029,02,2016
16010010030,08,2018
16010010031,08,2018
16010010032,05,2018
16010010033,03,2017
16010010034,13,2017
16010010035,02,2016
16010010036,10,2018
16010010037,01,2017
16010010038,09,2016
16010010039,06,2017
16010010040,02,2017
16010010041,12,2018
16010010042,13,2016
16010010043,11,2017
16010010044,01,2017
16010010045,03,2016
16010010046,11,2018
16010010047,08,2017
16010010048,10,2019
16010010049,03,2017
16010010050,13,2019
16010010051,10,2019
16010010052,11,2017
16010010053,10,2018
16010010054,10,2019
16010010055,07,2017
16010010056,13,2018
16010010057,04,2016
16010010058,01,2019
16010010059,10,2018
16010010060,05,2019
16010010061,07,2019
16010010062,05,2017
16010010063,06,2019
16010010064,06,2016
16010010065,04,2019
16010010066,12,2016
16010010067,04,2017
16010010068,05,2019
16010010069,13,2019
16010010070,07,2019
16010010071,13,2019
16010010072,09,2018
16010010073,06,2018
16010010074,12,2017
16010010075,06,2016
16010010076,07,2017
16010010077,11,2016
16010010078,02,2019
16010010079,10,2018
16010010080,13,2017
16010010081,10,2016
16010010082,02,2017
16010010083,06,2016
16010010084,08,2016
16010010085,06,2019
16010010086,13,2016
16010010087,02,2018
16010010088,12,2016
16010010089,07,2018
16010010090,07,2018
16010010091,05,2018
16010010092,03,2016
16010010093,13,2019
16010010094,13,2019
16010010095,04,2018
16010010096,09,2019
16010010097,11,2018
16010010098,04,2017
16010010099,01,2016
16010010100,07,2016
16010020001,04,2017
16010020002,09,2018
16010020003,06,2019
16010020004,02,2019
16010020005,08,2019
16010020006,04,2017
16010020007,09,2019
16010020008,03,2017
16010020009,10,2019
16010020010,04,2017
16010020011,08,2018
16010020012,11,2017
16010020013,08,2018
16010020014,01,2017
16010020015,10,2018
16010020016,05,2016
16010020017,03,2018
16010020018,05,2017
16010020019,11,2019
16010020020,06,2016
16010020021,10,2019
16010020022,02,2019
16010020023,11,2017
16010020024,11,2016
16010020025,03,2018
16010020026,01,2019
16010020027,04,2018
16010020028,03,2018
16010020029,11,2019
16010020030,13,2016
16010020031,04,2019
16010020032,08,2019
16010020033,09,2016
16010020034,09,2018
16010020035,05,2019
16010020036,08,2019
16010020037,04,2016
16010020038,10,2017
16010020039,04,2017
16010020040,06,2018
16010020041,05,2016
16010020042,10,2018
16010020043,01,2019
16010020044,03,2018
16010020045,11,2017
16010020046,12,2017
16010020047,05,2017
16010020048,11,2017
16010020049,13,2016
16010020050,05,2018
16010020051,02,2019
16010020052,12,2016
16010020053,07,2018
16010020054,06,2018
16010020055,11,2017
16010020056,02,2016
16010020057,03,2018
16010020058,01,2017
16010020059,08,2017
16010020060,10,2016
16010020061,03,2019
16010020062,07,2017
16010020063,12,2018
16010020064,10,2017
16010020065,05,2018
16010020066,07,2019
16010020067,05,2019
16010020068,01,2019
16010020069,11,2018
16010020070,13,2016
16010020071,09,2016
16010020072,05,2016
16010020073,04,2019
16010020074,13,2019
16010020075,10,2016
16010020076,11,2017
16010020077,02,2018
16010020078,04,2018
16010020079,11,2017
16010020080,11,2019
16010020081,02,2018
16010020082,07,2016
16010020083,01,2019
16010020084,04,2018
16010020085,07,2018
16010020086,04,2019
16010020087,04,2016
16010020088,04,2016
16010020089,12,2018
16010020090,08,2018
16010020091,07,2017
16010020092,04,2016
16010020093,10,2019
16010020094,12,2019
16010020095,06,2017
16010020096,09,2017
16010020097,01,2019
16010020098,07,2018
16010020099,05,2016
16010020100,10,2017
16010030001,03,2016
16010030002,08,2016
16010030003,05,2019
16010030004,08,2019
16010030005,11,2018
16010030006,12,2018
16010030007,13,2019
16010030008,09,2016
16010030009,12,2018
16010030010,02,2019
16010030011,09,2019
16010030012,06,2017
16010030013,01,2018
16010030014,08,2019
16010030015,05,2016
16010030016,01,2016
16010030017,07,2019
16010030018,13,2018
16010030019,13,2017
16010030020,01,2017
16010030021,04,2018
16010030022,02,2017
16010030023,05,2016
16010030024,03,2017
16010030025,10,2017
16010030026,08,2018
16010030027,06,2017
16010030028,11,2016
16010030029,08,2018
16010030030,01,2019
16010030031,09,2018
16010030032,07,2016
16010030033,12,2016
16010030034,05,2017
16010030035,01,2019
16010030036,05,2019
16010030037,05,2019
16010030038,06,2017
16010030039,06,2019
16010030040,04,2019
16010030041,13,2017
16010030042,09,2018
16010030043,10,2018
16010030044,02,2019
16010030045,12,2016
16010030046,13,2018
16010030047,09,2016
16010030048,02,2016
16010030049,06,2017
16010030050,06,2018
16010030051,11,2016
16010030052,05,2018
16010030053,05,2017
16010030054,04,2017
16010030055,05,2018
16010030056,13,2017
16010030057,12,2017
16010030058,06,2018
16010030059,03,2017
16010030060,06,2018
16010030061,03,2018
16010030062,04,2018
16010030063,03,2018
16010030064,05,2016
16010030065,08,2018
16010030066,09,2016
16010030067,11,2016
16010030068,02,2017
16010030069,01,2016
16010030070,12,2018
16010030071,05,2016
16010030072,11,2017
16010030073,06,2018
16010030074,01,2016
16010030075,12,2016
16010030076,07,2016
16010030077,07,2017
16010030078,01,2019
16010030079,07,2016
16010030080,03,2017
16010030081,09,2019
16010030082,10,2016
16010030083,05,2018
16010030084,02,2016
16010030085,09,2017
16010030086,13,2019
16010030087,07,2018
16010030088,12,2016
16010030089,13,2017
16010030090,10,2019
16010030091,08,2017
16010030092,10,2019
16010030093,13,2019
16010030094,06,2018
16010030095,10,2019
16010030096,08,2017
16010030097,07,2019
16010030098,05,2016
16010030099,02,2018
16010030100,07,2018
16010040001,06,2017
16010040002,05,2016
16010040003,11,2017
16010040004,13,2017
16010040005,02,2018
16010040006,07,2017
16010040007,09,2018
16010040008,06,2019
16010040009,06,2017
16010040010,01,2017
16010040011,01,2016
16010040012,04,2017
16010040013,02,2017
16010040014,01,2019
16010040015,03,2018
16010040016,02,2017
16010040017,06,2018
16010040018,04,2016
16010040019,13,2017
16010040020,12,2019
16010040021,01,2017
16010040022,06,2017
16010040023,06,2018
16010040024,01,2019
16010040025,07,2019
16010040026,13,2018
16010040027,06,2018
16010040028,12,2017
16010040029,08,2019
16010040030,04,2017
16010040031,06,2017
16010040032,03,2018
16010040033,05,2017
16010040034,12,2016
16010040035,07,2018
16010040036,10,2019
16010040037,12,2017
16010040038,06,2016
16010040039,02,2017
16010040040,06,2016
16010040041,09,2018
16010040042,09,2019
16010040043,03,2019
16010040044,05,2019
16010040045,07,2016
16010040046,01,2016
16010040047,11,2016
16010040048,03,2017
16010040049,13,2017
16010040050,06,2016
16010040051,07,2016
16010040052,02,2016
16010040053,01,2016
16010040054,02,2017
16010040055,06,2017
16010040056,05,2017
16010040057,02,2016
16010040058,10,2017
16010040059,01,2016
16010040060,12,2017
16010040061,12,2017
16010040062,07,2017
16010040063,05,2016
16010040064,12,2017
16010040065,07,2018
16010040066,04,2016
16010040067,10,2016
16010040068,12,2019
16010040069,10,2016
16010040070,06,2019
16010040071,06,2016
16010040072,11,2018
16010040073,02,2017
16010040074,07,2019
16010040075,11,2018
16010040076,03,2017
16010040077,05,2018
16010040078,07,2019
16010040079,02,2016
16010040080,12,2016
16010040081,10,2016
16010040082,10,2019
16010040083,01,2016
16010040084,10,2017
16010040085,12,2016
16010040086,11,2017
16010040087,11,2016
16010040088,13,2017
16010040089,06,2019
16010040090,08,2017
16010040091,10,2018
16010040092,09,2017
16010040093,12,2018
16010040094,02,2016
16010040095,07,2016
16010040096,07,2017
16010040097,03,2017
16010040098,02,2017
16010040099,08,2017
16010040100,05,2019
16010050001,03,2017
16010050002,02,2016
16010050003,05,2019
16010050004,10,2018
16010050005,06,2017
16010050006,13,2017
16010050007,09,2017
16010050008,10,2019
16010050009,13,2018
16010050010,05,2019
16010050011,10,2018
16010050012,11,2017
16010050013,01,2016
16010050014,08,2018
16010050015,13,2017
16010050016,05,2018
16010050017,13,2018
16010050018,02,2016
16010050019,08,2019
16010050020,01,2016
16010050021,05,2018
16010050022,07,2016
16010050023,04,2017
16010050024,09,2016
16010050025,06,2016
16010050026,09,2017
16010050027,08,2018
16010050028,13,2018
16010050029,07,2016
16010050030,08,2019
16010050031,09,2016
16010050032,04,2017
